
1,7274.1452570000,7573.7962040000,7634.2271660000,7526.8419960000,7512.7487460000,7394.5556160000,7086.0322140000
2,7028.9677470000,7305.1254500000,7369.5301410000,7257.7548620000,7251.3408190000,7096.6572420000,6836.5613400000
3,6841.9008420000,7125.4945420000,7182.6686110000,7077.9299450000,7070.3252360000,6893.2509520000,6601.4788090000
4,6783.8820920000,7053.0151820000,7094.0973760000,6994.4485930000,7006.3835790000,6776.8869290000,6410.5590300000
5,6915.1282570000,7180.4690010000,7208.0716940000,7098.6566500000,7098.9682500000,6774.3093680000,6296.4588470000
6,7173.2503300000,7444.8385950000,7463.0135300000,7334.6049900000,7273.5088170000,6836.1412510000,6175.6392480000
7,7496.0860150000,7730.2528420000,7735.9733300000,7593.8550330000,7495.5459550000,6863.0750560000,5898.6294360000
8,8055.5524860000,8236.5225940000,8253.1697370000,8079.2412860000,8030.4266440000,7224.6056540000,5965.9544490000
9,8588.1257370000,8723.1975820000,8730.6520320000,8557.7368380000,8509.3743990000,7630.3489700000,6185.1480200000
10,8930.9174660000,9030.9061360000,9020.3373670000,8837.0834650000,8831.2579750000,7902.5416660000,6460.3997100000
11,9261.0191980000,9335.0014360000,9332.2624620000,9133.1586270000,9136.6296160000,8166.5324700000,6718.1503940000
12,9533.0425570000,9585.7479170000,9555.2148510000,9375.0945000000,9354.8896990000,8308.9302900000,6939.5470760000
13,9529.8141760000,9515.5905770000,9513.8786950000,9334.2638600000,9309.2345320000,8299.2579260000,7129.8442040000
14,9553.6650730000,9546.1225050000,9535.2923710000,9373.4655600000,9311.3023130000,8208.2212500000,7157.1934400000
15,9659.4650270000,9698.6371440000,9660.7247780000,9488.8946280000,9413.8790440000,8108.6884200000,7077.8953690000
16,9668.0418690000,9685.8186940000,9639.4916200000,9462.1666490000,9365.2724230000,8013.9698380000,7015.5429400000
17,9494.1246820000,9516.1172170000,9482.3128640000,9302.0385580000,9201.6516250000,7943.6051020000,6962.0665540000
18,9392.1746160000,9366.9441300000,9351.9846070000,9218.6000030000,9072.3098820000,8048.1678850000,7075.4247020000
19,10242.5172180000,10218.6422710000,10248.2171950000,10062.8392610000,9974.5598680000,9179.1452840000,8128.1809770000
20,10244.3417310000,10232.7867280000,10260.1895370000,10058.1738200000,9987.9769070000,9183.1976300000,8268.1991740000
21,10064.2385220000,10050.8248990000,10020.9173920000,9863.6540400000,9801.1305560000,8840.9745660000,8201.5334840000
22,9207.4929930000,9189.0881240000,9168.8090080000,9049.7587190000,9010.7605960000,8010.5441920000,7680.9136300000
23,8595.6326160000,8587.0945770000,8597.9980190000,8494.9891720000,8469.5018090000,7595.4405200000,7360.6028690000
24,8027.8982770000,8066.4222010000,8047.1343260000,7980.5439810000,7942.5611840000,7267.8495040000,7002.1970330000
